"CLIENT_ID","AGE","REGION","GENDER","JOB","ORGANIZATION","INCOME","MARITAL_STATUS","IP_FLAG","SME_FLAG","EMPLOYEE_FLAG","REFUGEE_FLAG","PDN"
"712","75","Кемеровская область - Кузбасс","2","","ПЕНСИОННЫЙ ФОНД РФ","21500","Не женат / не замужем","0","0","0","0","40.2"
"715","22","Ульяновская","2","","ООО ООО ""МАРС""","85000","Гражданский брак","0","0","0","0","10.9"
"722","29","Москва","1","","АО ""ФОРТ ТЕХНОЛОГИЯ""","100000","Не женат / не замужем","0","0","0","0","47.9"
"724","33","Ивановская","2","","ИП Антонов Александр Романович","85000","Неизвестно","0","0","0","0","56.7"
"727","37","Самарская","2","","БАНК ВТБ ПАО","150000","Женат / замужем","0","0","0","0","47.9"
"730","47","Самарская","1","","НАО АРКОНИК СМЗ","60000","Разведен / Разведена","0","0","0","0","131.9"
"731","28","Красноярский","2","","ПАО СБЕРБАНК","300000","Неизвестно","0","0","0","0","29.6"
"736","35","Волгоградская","2","","ООО ""ГОСТИНИЦА ЕВРОЛЮКС""","96800","Неизвестно","0","0","0","0","34.2"
"738","33","Саратовская","2","","АО ТАНДЕР","39000","Неизвестно","0","0","0","0","44.7"
"795","38","Пензенская","2","","ЛЕРУА МЕРЛЕН","80000","Женат / замужем","0","0","0","0","31.6"
"806","31","Москва","2","","КЛИНИКА","20000","Не женат / не замужем","0","0","0","0","37"
"807","34","Московская","2","","АО ""ГРУППА КОМПАНИЙ ""СВЯЗНОЙ""","180000","Неизвестно","0","0","0","0","139.8"
"830","55","Белгородская","1","","ИП ПРАСОЛОВ ЕВГЕНИЙ ВАЛЕНТИНОВИЧ","80000","Женат / замужем","0","0","0","0","23.2"
"832","37","Краснодарский","1","","ООО КРОП-ПИВО","46000","Разведен / Разведена","0","0","0","0","34"
"861","53","Москва","1","","ООО ""МЭП"" Москва, пр-д Научный, дом 17","130000","Не женат / не замужем","0","0","0","0","44.8"
"867","34","Воронежская","2","","ИП ФОМИЧЕВ","39000","Разведен / Разведена","0","0","0","0","17"
"904","69","Брянская","2","","ГБУЗ ""КЦГБ""","28000","Женат / замужем","0","0","0","0","78.9"
"925","34","Московская","2","","ПАО ВТБ","83600","Женат / замужем","0","0","0","0","44.8"
"967","36","Краснодарский","2","","НАО ПОЧТА БАНК","130000","Не женат / не замужем","0","0","0","0","136.8"
"969","45","Москва","2","","ООО ""АУДИТ МСК""","110000","Женат / замужем","0","0","0","0","34.7"
"982","22","Краснодарский","2","","ООО ПАО ?МТС?","80000","Не женат / не замужем","0","0","0","0","8.4"
"987","57","Свердловская","2","","ООО ""ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ""","46500","Неизвестно","0","0","0","0","32.8"
"1002","48","Москва","2","","ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА 9 ИМ. СПЕРАНСКОГО","150000","Неизвестно","0","0","0","0","30.8"
"1007","40","Красноярский","2","","ООО ЛОМБАРДИЯ","50000","Неизвестно","0","0","0","0","92.2"
"1018","54","Кемеровская область - Кузбасс","2","","АО ""ЕВРАЗ ЗСМК""","50000","Неизвестно","0","0","0","0","129.4"
"1033","56","Калининградская","2","","ООО ЭКО БАЛТ","45000","Неизвестно","0","0","0","0","51.8"
"1040","50","Ивановская","2","","ООО ""ЛИДЕР-ТЕКС""","50000","Неизвестно","0","0","0","0","50.1"
"1061","51","Санкт-Петербург","1","","ООО АРБАУМ","100000","Неизвестно","0","0","0","0","26.8"
"1070","39","Тюменская","2","","ООО ""ТЮМЕНСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК""","75000","Неизвестно","0","0","0","0","74.5"
"1097","32","Пермский","1","","ПЕРМСКАЯ ПЕЧАТНАЯ ФАБРИКА - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ГОЗНАК""","50000","Неизвестно","0","0","0","0","22.6"
"1106","48","Ханты-Мансийский Автономный округ - Югра","1","","ООО ООО ТК АЛТАЙ","52000","Неизвестно","0","0","0","0","94.5"
"1120","28","Марий Эл","2","","АО ЭР-ТЕЛЕКОМ ХОЛДИНГ","50000","Не женат / не замужем","0","0","0","0","23.9"
"1121","38","Москва","1","","ООО СВЕЗА-ЛЕС","430000","Женат / замужем","0","0","0","0","89.4"
"1125","47","Калининградская","2","","ООО КОМПАНИЯ БКС","50000","Женат / замужем","0","0","0","0","6.5"
"1139","23","Иркутская","2","","СВЕТОЧ ЗНАНИЯ","30000","Не женат / не замужем","0","0","0","0","34.4"
"1146","29","Москва","1","","АО ""ВБД""","80000","Неизвестно","0","0","0","0","32"
"1155","39","Нижегородская","1","","ФБУН ННИИЭМ","70000","Не женат / не замужем","0","0","0","0","4.1"
"1182","65","Москва","2","","ООО ""ГЕОГРАФИЧЕСКИЙ КЛУБ""","70000","Вдовец / Вдова","0","0","0","0","35"
"1183","35","Челябинская","2","","ООО СТАТУС-М","65000","Не женат / не замужем","0","0","0","0","63"
"1196","45","Москва","1","","ООО ""НОПЕУС АРТ""","195000","Женат / замужем","0","0","0","0","9.2"
"1240","54","Иркутская","2","","ИП ТИТОВА","60000","Не женат / не замужем","0","0","0","0","48.3"
"1246","46","Москва","2","","ИП ЭРДНИ-АРАЕВА АЛИЯ АСЫЛБЕКОВНА","145000","Разведен / Разведена","0","0","0","0","41.8"
"1247","30","Москва","2","","КБ ?Ренессанс Кредит? (ООО)","215000","Неизвестно","0","0","0","0","105"
"1248","47","Иркутская","1","","ООО ""ДОРСВЕТ""","70000","Неизвестно","0","0","0","0","97"
"1249","28","Ставропольский","2","","КБ РЕНЕССАНС КРЕДИТ","195000","Неизвестно","0","0","0","0","44.1"
"1250","54","Северная Осетия - Алания","1","","ООО ""ЯНДЕКС.ТАКСИ""","40000","Неизвестно","0","0","0","0","8.6"
"1253","39","Адыгея","1","","САМОЗАНЯТЫЙ","45000","Женат / замужем","0","0","0","0","10.4"
"1264","55","Оренбургская","1","","ООО ""ОП ""ЛЕГИОНЕР""","150000","Неизвестно","0","0","0","0","60.2"
"1265","48","Псковская","2","","ТО ФСГС по Псковской тбласти","65000","Женат / замужем","0","0","0","0","30.4"
"1276","29","Москва","1","","ООО","87672","Неизвестно","0","0","0","0","39.2"
"1278","30","Кабардино-Балкарская","2","","ИНТЕРНЕТ МАГАЗИН","40000","Неизвестно","0","0","0","0","34.2"
"1646","37","Липецкая","2","","ИП АШМАРОВА В Н","30000","Женат / замужем","0","0","0","0","34.3"
"1648","32","Тверская","1","","АО ""ЦКБ ТМ""","75000","Неизвестно","0","0","0","0","19.9"
"1672","23","Северная Осетия - Алания","1","","АО ""ТАНДЕР""","67000","Не женат / не замужем","0","0","0","0","11.7"
"1682","46","Кемеровская область - Кузбасс","2","","ООО АЛТАЙ РЫБА","35000","Не женат / не замужем","0","0","0","0","10.3"
"1692","49","Москва","2","","ООО ПАРУС","100000","Не женат / не замужем","0","0","0","0","36.1"
"1693","39","Дагестан","2","","ЛАБОРАТОРИЯ ""ГЕМОТЕСТ""","28000","Неизвестно","0","0","0","0","22"
"1701","34","Волгоградская","1","","СТОМАТОЛОГИЯ ВСЕ СВОИ","130000","Женат / замужем","0","0","0","0","17.8"
"1706","40","Москва","1","","АНО ""ТВ-НОВОСТИ""","130000","Неизвестно","0","0","0","0","2.5"
"1711","49","Москва","2","","ООО СПБ СМП","60000","Не женат / не замужем","0","0","0","0","57.9"
"1750","61","Челябинская","2","","ГБУЗ""ОКВД№3""","120000","Неизвестно","0","0","0","0","43.1"
"1753","41","Нижегородская","1","","МП РАДУГА","30000","Женат / замужем","0","0","0","0","63.7"
"1835","34","Архангельская","1","","ООО ""СЕТЬ СВЯЗНОЙ""","120000","Неизвестно","0","0","0","0","48.5"
"1838","38","Пензенская","1","","ООО СИГМА М","80000","Неизвестно","0","0","0","0","49.2"
"1843","33","Удмуртская","2","","ТАЛАН","250000","Женат / замужем","0","0","0","0","37.3"
"1911","34","Пермский","1","","ИП НАМАЗО С.Ш","160000","Женат / замужем","0","0","0","0","15.1"
"1937","21","Ульяновская","2","","ООО ""ВЫСОТА 5642""","150000","Не женат / не замужем","0","0","0","0","17.1"
"1973","55","Ивановская","2","","ФКУ ""УФО МО РФ ПО ИВАНОВСКОЙ ОБЛАСТИ""","64000","Неизвестно","0","0","0","0","25.6"
"1974","23","Кемеровская область - Кузбасс","1","","ООО ""ХКФ БАНК""","120000","Неизвестно","0","0","0","0","23.5"
"1986","32","Тульская","2","","МДОУ ДЕТСКИЙ САД № 4 КВ","15000","Женат / замужем","0","0","0","0","15.4"
"2025","40","Санкт-Петербург","1","","ООО АЛЬТАИР","45000","Неизвестно","0","0","0","0","68.8"
"2027","37","Кабардино-Балкарская","2","","СЛУЖБА ОДМС КБР","150000","Неизвестно","0","0","0","0","33.1"
"2033","25","Дагестан","1","","РЕСТОРАН ""РОДНИК""","80000","Неизвестно","0","0","0","0","26.1"
"2035","54","Московская","1","","РАМЕНСКИЙ ДЕЛИКАТЕС","110000","Неизвестно","0","0","0","0","51.7"
"2038","41","Кировская","2","","ООО АГРО ТОРГ КИРОВ","39000","Неизвестно","0","0","0","0","23.6"
"2039","30","Санкт-Петербург","1","","ООО ""НУТРИЦИЯ""","130000","Женат / замужем","0","0","0","0","37"
"2049","61","Удмуртская","2","","ИП МАНЧЕНКО ЕЛЕНА АНАТОЛЬЕВНА","150000","Неизвестно","0","0","0","0","54.8"
"2052","22","Башкортостан","2","","КБ ""РЕНЕССАНС КРЕДИТ"" (ООО)","75000","Неизвестно","0","0","0","0","74.7"
"2056","50","Краснодарский","1","","АО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ""КРАСНОДАР"" АО ""МАКР""","60000","Неизвестно","0","0","0","0","43.3"
"2059","39","Москва","2","","ФГБУ ""ВНИИКР""","60000","Женат / замужем","0","0","0","0","22.6"
"2064","31","Оренбургская","2","","ИП Кукушкин Дмитрий Владимирович","50000","Неизвестно","0","0","0","0","34.8"
"2066","41","Москва","2","","САМОЗАНЯТЫЙ","50000","Неизвестно","0","0","0","0","102.4"
"2071","34","Свердловская","2","","ООО УРАЛЬСКИЕ АВИАЛИНИИ","35000","Женат / замужем","0","0","0","0","67"
"2074","28","Ульяновская","2","","ГУЗ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №1 ИМ.С.М.КИРОВА""","91000","Неизвестно","0","0","0","0","94.8"
"2084","41","Башкортостан","2","","ИП БИКМЕЕВА Е.С.","130000","Неизвестно","0","0","0","0","28.1"
"2089","32","Тульская","1","","ООО ""МИРОТОРГ""","80000","Разведен / Разведена","0","0","0","0","60.7"
"2095","51","Самарская","1","","ООО ""ИНТЕРКОМ-Л""","60000","Неизвестно","0","0","0","0","48.9"
"2097","58","Ульяновская","1","","ООО ""ВИРАЖ АВТОТРАНС""","50000","Неизвестно","0","0","0","0","27"
"2112","39","Пермский","2","","ООО ""АРТУМ""","80000","Неизвестно","0","0","0","0","30.1"
"2116","37","Красноярский","2","","ООО ""АДАМ И ЕВА""","45000","Женат / замужем","0","0","0","0","59.3"
"2124","63","Липецкая","1","","ЛИПЕЦКИЙ РАСЧЕТНО-ТОВАРНЫЙ ЦЕНТР","70000","Неизвестно","0","0","0","0","16.7"
"2126","35","Марий Эл","2","","ООО ПЛ ДОРС","55000","Женат / замужем","0","0","0","0","16.5"
"2132","51","Башкортостан","2","","МАДОУ ДЕТСКИЙ САД № 15 ""КРЕПЫШ"" МР УЧАЛИНСКИЙ РАЙОН РБ","30000","Неизвестно","0","0","0","0","23"
"2138","52","Татарстан","2","","БАНК РОССИИ","70000","Неизвестно","0","0","0","0","40.5"
"2140","52","Тверская","2","","МБУ ДО ""МАКСАТИХИНСКАЯ ДШИ""","20000","Неизвестно","0","0","0","0","18"
"2147","59","Московская","2","","ООО ""ППФ СТРАХОВАНИЕ ЖИЗНИ""","180000","Не женат / не замужем","0","0","0","0","23.3"
"2150","34","Краснодарский","2","","АО ""ТАНДЕР""","35000","Неизвестно","0","0","0","0","74.3"
"2155","44","Новгородская","2","","ОАО СПЕКТР","35000","Не женат / не замужем","0","0","0","0","48.9"
"2193","31","Московская","2","","ПАО ПРОМСВЯЗЬБАНК","80000","Разведен / Разведена","0","0","0","0","14.5"
"2200","37","Краснодарский","2","","ИП БАБУШКИНА ИРИНА ЮРЬЕВНА","35000","Разведен / Разведена","0","0","0","0","19.8"
"2201","47","Челябинская","2","","ЗАО ""ЧЗСМ""","43000","Женат / замужем","0","0","0","0","84.9"
"2220","27","Камчатский","2","","НАО КАМЧАТСКОЕ АВИАЦИОННОЕ ПРЕДПРИЯТИЕ","100000","Женат / замужем","0","0","0","0","9.5"
"2228","24","Иркутская","2","","ИП Ваховский Игорь Аркадьевич","35000","Женат / замужем","0","0","0","0","29.1"
"2253","24","Кемеровская область - Кузбасс","2","","АО УК КУЗБАССРАЗРЕЗУГОЛЬ","60000","Не женат / не замужем","0","0","0","0","67.9"
"2290","26","Ростовская","1","","ИП Зубков Олег Петрович","29000","Неизвестно","0","0","0","0","30.8"
"2298","44","Дагестан","2","","ООО РИТЕЙЛ -М","95000","Неизвестно","0","0","0","0","77.3"
"2318","51","Дагестан","2","","ИП""ИБРАГИМОВА С.А""","66500","Женат / замужем","0","0","0","0","78.4"
"2321","66","Пензенская","2","","ПЕНСИОННЫЙ ФОНД РФ","34800","Неизвестно","0","0","0","0","19.6"
"2324","30","Пензенская","1","","ИП КОВАЛЬ АРТЕМ ВАЛЕРЬЕВИЧ","42000","Не женат / не замужем","0","0","0","0","41.4"
"2326","49","Калининградская","2","","ООО ""ВЕСТА ПЛЮС""","201000","Неизвестно","0","0","0","0","25.6"
"2339","47","Свердловская","1","","ПАО ""КОРПОРАЦИЯ ВСМПО-АВИСМА""","100000","Неизвестно","0","0","0","0","89.8"
"2343","51","Свердловская","1","","ООО ""ТРАНССЕРВИС""","120000","Неизвестно","0","0","0","0","76.6"
"2345","32","Ульяновская","1","","ОАО ""РУСЬ""","21800","Женат / замужем","0","0","0","0","27.9"
"2373","63","Ставропольский","2","","ИП Егазаров Александр Павлович","30000","Неизвестно","0","0","0","0","16"
"2377","39","Московская","2","","АО РН-МОСКВА","120000","Женат / замужем","0","0","0","0","7.2"
"2378","29","Нижегородская","1","","ППО НАЗ ""СОКОЛ""","80000","Женат / замужем","0","0","0","0","122.2"
"2393","33","Ленинградская","2","","АНО ВО ""УНИВЕРСИТЕТ ИННОПОЛИС""","160000","Не женат / не замужем","0","0","0","0","81.4"
"2487","48","Карелия","2","","БАНК РОССИИ","250000","Женат / замужем","0","0","0","0","25.9"
"2540","48","Карелия","1","","ООО "" ЭЛЕКТРОКОМПЛЕКТ ПЛЮС""","50000","Разведен / Разведена","0","0","0","0","20.5"
"2563","30","Волгоградская","2","","ИП Мурунова Айганым Юрьевна","115000","Неизвестно","0","0","0","0","41.8"
"2585","35","Пермский","2","","АО СПК","150000","Женат / замужем","0","0","0","0","28.5"
"2602","61","Ленинградская","1","","ИП ГКФХ Перетин В. А.","250000","Неизвестно","0","0","0","0","18.7"
"2605","27","Омская","2","","ИП КАЛИНИЧЕВ ВЛАДИСЛАВ ГЕННАДЬЕВИЧ","35000","Женат / замужем","0","0","0","0","8.5"
"2611","53","Ростовская","2","","ИП КУЛЬГЕЙКО ВАДИМ ВАСИЛЬЕВИЧ","15000","Женат / замужем","0","0","0","0","35.1"
"2651","36","Свердловская","1","","ООО ""ПСК ""УСПЕХ""","150000","Неизвестно","0","0","0","0","27.4"
"2875","43","Алтайский","2","","ООО ""СЕРВИСМАРКЕТ""","40000","Неизвестно","0","0","0","0","45.4"
"2910","29","Красноярский","1","","ОТДЕЛ ПОЛИЦИИ № 2 МУ МВД РОССИИ КРАСНОЯРСКОЕ","66400","Женат / замужем","0","0","0","0","64.8"
"2920","41","Новгородская","2","","АО ""ОКБ-ПЛАНЕТА""","50000","Неизвестно","0","0","0","0","45.1"
"2928","32","Москва","2","","ООО СК-ТРЕЙД","80000","Не женат / не замужем","0","0","0","0","20.6"
"2934","39","Тюменская","1","","ООО АПТЕКА ЗДРАВНИЦП","75000","Неизвестно","0","0","0","0","55.5"
"2961","28","Московская","1","","ООО ""ТПБ УЦ""","100000","Не женат / не замужем","0","0","0","0","12.5"
"3079","48","Московская","1","","ООО ""Управляющая компания ""Алюминиевые продукты""","203000","Неизвестно","0","0","0","0","81.9"
"3103","38","Санкт-Петербург","1","","ООО ""ГАРАЖТУЛС ЦЕНТР""","100000","Неизвестно","0","0","0","0","67"
"3105","51","Москва","1","","ОАО ""ФИРМА ОРГРЭС""","120000","Неизвестно","0","0","0","0","18.1"
"3109","53","Тамбовская","2","","ИП БАЛАБАЕВА Н.А.","90000","Неизвестно","0","0","0","0","87.7"
"3116","39","Калининградская","1","","ООО""ЭЛЛАДА ИНТЕРТРЕЙД","60000","Женат / замужем","0","0","0","0","102.7"
"3136","35","Пермский","2","","ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""","45500","Не женат / не замужем","0","0","0","0","57.1"
"3144","25","Хакасия","1","","ПАО ""ВЫМПЕЛКОМ""","55000","Неизвестно","0","0","0","0","27.6"
"3145","25","Ростовская","2","","ООО БРИГАДИРСТРОЙ","250000","Неизвестно","0","0","0","0","9.9"
"3147","42","Ростовская","2","","МБОУ ТРОИЦКАЯ СОШ","55000","Женат / замужем","0","0","0","0","72.5"
"3167","42","Кемеровская область - Кузбасс","2","","МАДОУ ДС №3","65000","Неизвестно","0","0","0","0","22.7"
"3177","43","Краснодарский","1","","САМОЗАНЯТЫЙ","110000","Неизвестно","0","0","0","0","107.1"
"3181","26","Забайкальский","2","","ООО""ЧИТА-УНИВЕРСАЛ""","75000","Неизвестно","0","0","0","0","142"
"3188","44","Кемеровская область - Кузбасс","2","","ФГУП ""ОХРАНА""","40000","Не женат / не замужем","0","0","0","0","146.1"
"3197","24","Ленинградская","1","","ООО МВМ","100000","Неизвестно","0","0","0","0","37.6"
"3201","67","Татарстан","2","","ООО","308100","Неизвестно","0","0","0","0","29.1"
"3230","44","Самарская","2","","АО ""Х5 СИНЕРГИЯ""","42000","Не женат / не замужем","0","0","0","0","26.1"
"3232","31","Татарстан","2","","ООО ""ГАЗПРОМ ТРАНСГАЗ КАЗАНЬ""","35000","Женат / замужем","0","0","0","0","12"
"3237","45","Дагестан","1","","""ЧИСТЫЙ ГОРОД""","65000","Женат / замужем","0","0","0","0","17.2"
"3238","23","Калининградская","2","","ООО ""БАУЦЕНТР РУС""","45000","Не женат / не замужем","0","0","0","0","18"
"3427","35","Ханты-Мансийский Автономный округ - Югра","2","","МБДОУ ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 20 СКАЗКА","48000","Женат / замужем","0","0","0","0","51"
"3428","39","Московская","1","","Р2","120000","Неизвестно","0","0","0","0","3.6"
"3434","47","Кемеровская область - Кузбасс","2","","ООО НОВОСИБИРСКИЙ ДОМ ХЛЕБА","115000","Не женат / не замужем","0","0","0","0","20.7"
"3435","42","Алтайский","2","","ООО ""РЕСУРС""","65000","Неизвестно","0","0","0","0","72.4"
"3438","60","Краснодарский","2","","ООО ""ПОЖТЕХНИКА""","61000","Неизвестно","0","0","0","0","41.8"
"3439","27","Краснодарский","2","","АО ""ПОЧТА БАНК""","45000","Неизвестно","0","0","0","0","65.9"
"3440","46","Москва","1","","ИП ОСИПОВ А.С.","250000","Женат / замужем","0","0","0","0","17.7"
"3442","28","Хабаровский","1","","ООО ПИЛЬТИН ИВАН СЕРГЕЕВИЧ","40000","Не женат / не замужем","0","0","0","0","5.1"
"3447","43","Московская","2","","ООО ""ОБЪЕДИНЕННАЯ КОНДИТЕРСКАЯ СЕТЬ""","108000","Неизвестно","0","0","0","0","36.6"
"3449","46","Московская","2","","ооо эллада москва 2-й донской проезд д.10 стр 12","120000","Неизвестно","0","0","0","0","69.8"
"3450","25","Санкт-Петербург","2","","ООО РА ""ЗОЛОТОЕ ЯБЛОКО""","60000","Неизвестно","0","0","0","0","31.5"
"3451","51","Новосибирская","1","","ООО ""ИТ-Сервис""","75000","Неизвестно","0","0","0","0","34.2"
"3460","43","Санкт-Петербург","1","","ООО ""ДЕНСКО""","150000","Женат / замужем","0","0","0","0","35.3"
"3464","48","Московская","2","","ООО ЭКСПРЕСС РИТЕЙЛ","80000","Неизвестно","0","0","0","0","32.6"
"3466","33","Астраханская","2","","ЗАО БИЛВЕСТ","60000","Женат / замужем","0","0","0","0","31"
"3474","38","Нижегородская","2","","ИП КЛЯЧЕВА ОЛЬГА НИКОЛАЕВНА","61000","Разведен / Разведена","0","0","0","0","17.1"
"3483","22","Курская","2","","МОЛОДЕЖНЫЙ","45000","Не женат / не замужем","0","0","0","0","22.1"
"3485","35","Санкт-Петербург","1","","АО ""ТАНДЕР""","100000","Неизвестно","0","0","0","0","36"
"3489","48","Курганская","2","","ИП КОТОВ И. А.","45000","Разведен / Разведена","0","0","0","0","51"
"3491","40","Томская","1","","ООО ""ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ""","10000","Женат / замужем","0","0","0","0","43.9"
"3493","30","Тыва","2","","дискаунтер Батон","33500","Не женат / не замужем","0","0","0","0","45.2"
"3495","36","Тверская","2","","РКС ДЕВЕЛОПМЕНТ","185000","Разведен / Разведена","0","0","0","0","29.3"
"3509","25","Чувашская Республика -","2","","ООО ООО ""ГАЗПРОМНЕФТЬ-ЦР""","130000","Не женат / не замужем","0","0","0","0","9.1"
"3514","37","Санкт-Петербург","2","","СПБГЭУ","75000","Женат / замужем","0","0","0","0","77.2"
"3517","28","Астраханская","1","","САМОЗАНЯТЫЙ","45000","Не женат / не замужем","0","0","0","0","45.3"
"3520","51","Саратовская","1","","ООО ""МВМ""","30000","Неизвестно","0","0","0","0","50.9"
"3521","36","Орловская","1","","АО ""ИНДЕЗИТ ИНТЕРНЭШНЛ""","40000","Не женат / не замужем","0","0","0","0","76.7"
"3531","22","Ярославская","2","","ПАО ""ГРУПП РЕНЕССАНС СТРАХОВАНИЕ""","81000","Не женат / не замужем","0","0","0","0","47.9"
"3550","40","Московская","1","","ООО ""АТБ"" БАНК","130000","Не женат / не замужем","0","0","0","0","5.6"
"3559","27","Волгоградская","2","","ООО ""ЛОМБАРД ЗОЛОТОЙ СТАНДАРТ""","77000","Не женат / не замужем","0","0","0","0","71.5"
"3569","22","Вологодская","2","","ЗАО ДЕПО 1","35000","Не женат / не замужем","0","0","0","0","57.7"
"3583","48","Ростовская","1","","НАО ТАНДЕР","20000","Не женат / не замужем","0","0","0","0","4"
