"CLIENT_ID","CARD_TYPE","PRODUCT_CODE","CС_LIMIT_NVAL","СС_GRACE_PERIOD","CURR_RATE","OPEN_DT","СС_OVERDUE_IND"
"34986","кредитная","CC_GRACE145_repr3","104000","146","14.9","3/20/2023","0"
"10874","кредитная","CC_GRACE145_repr3","56001","55","14.9","2/16/2023","0"
"13345","кредитная","CC_GRACE145_repr3","150000","86","14.9","1/21/2023","0"
"36539","кредитная","CC_GRACE145_ONLINE_repr3","300001","314","14.9","5/30/2022","1"
"9274","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","50000","359","31.9","7/3/2023","0"
"4102","кредитная","CC_GRACE145_repr3","40000","146","14.9","3/27/2023","0"
"29895","кредитная","CC_BLOCKBUSTER_31.9","75000","328","31.9","7/3/2023","0"
"37187","кредитная","CC_GRACE145_repr3","300001","115","14.9","5/14/2022","0"
"30891","кредитная","CC_GRACE145_repr2","300000","56","14.9","1/15/2022","0"
"4422","кредитная","CC_GRACE145_29.9","100000","55","29.9","4/5/2023","1"
"676","кредитная","CC_GRACE145_24.9","40000","56","24.9","2/19/2022","1"
"29591","кредитная","CC_BLOCKBUSTER_31.9","80000","324","31.9","8/1/2023","0"
"14654","кредитная","CC_GRACE145_repr3","60000","118","14.9","1/30/2023","0"
"21483","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","46000","329","31.9","7/5/2023","0"
"3464","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","101000","233","27.9","9/30/2023","0"
"144","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","29500","358","33.9","6/23/2023","0"
"8755","кредитная","CC_BB_3.0_XS_VRT","135000","70","20.9","12/27/2023","0"
"3450","кредитная","CC_BLOCKBUSTER_31.9","80000","326","31.9","7/5/2023","0"
"13173","кредитная","CC_BLOCKBUSTER_31.9","18000","350","31.9","7/14/2023","0"
"20363","кредитная","CC_205_2.0","20000","55","28.9","4/12/2024","0"
"3520","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29501","358","31.9","7/4/2023","0"
"12615","кредитная","CC_BLOCKBUSTER_33.9","61000","92","33.9","7/1/2023","0"
"861","кредитная","CC_BLOCKBUSTER_33.9","30000","325","33.9","6/29/2023","0"
"20257","кредитная","CC_205_2.0","50000","82","28.9","4/15/2024","0"
"12869","кредитная","CC_GRACE145_repr3","150000","115","14.9","11/21/2022","0"
"9551","кредитная","CC_BLOCKBUSTER_31.9","160000","358","31.9","7/6/2023","0"
"2910","кредитная","CC_GRACE145_repr3","80000","292","14.9","11/24/2022","0"
"12013","кредитная","CC_GRACE145_repr3","120000","56","14.9","3/21/2022","0"
"7557","кредитная","CC_BLOCKBUSTER_31.9","237000","356","31.9","7/11/2023","0"
"21410","кредитная","CC_205_2.0","75000","56","28.9","5/2/2024","0"
"32817","кредитная","CC_GRACE145_repr3","55000","147","14.9","5/29/2023","0"
"19766","кредитная","CC_GRACE145_repr3","29500","146","14.9","6/15/2023","0"
"9771","кредитная","CC_GRACE145_repr3","180000","147","14.9","4/18/2022","0"
"35960","кредитная","CC_BLOCKBUSTER_31.9","20000","328","31.9","7/5/2023","0"
"22826","кредитная","CC_BB_5.0","25000","85","18.9","4/3/2024","0"
"15955","кредитная","CC_BLOCKBUSTER_31.9","138000","55","31.9","7/8/2023","0"
"33221","кредитная","CC_BLOCKBUSTER_33.9","151000","355","33.9","6/21/2023","0"
"23661","кредитная","CC_BLOCKBUSTER_31.9","40000","294","31.9","8/1/2023","0"
"38738","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29500","320","31.9","8/14/2023","0"
"20005","кредитная","CC_BLOCKBUSTER_31.9","40001","325","31.9","7/22/2023","0"
"37807","кредитная","CC_BLOCKBUSTER_31.9","299000","357","31.9","7/8/2023","0"
"36442","кредитная","CC_BLOCKBUSTER_31.9","75000","323","31.9","7/11/2023","0"
"12155","кредитная","CC_BLOCKBUSTER_31.9","29000","359","31.9","7/6/2023","0"
"26360","кредитная","CC_BLOCKBUSTER_31.9","52001","329","31.9","7/4/2023","0"
"11687","кредитная","CC_GRACE145_ONLINE_repr3","80000","56","14.9","5/5/2023","0"
"20445","кредитная","CC_BLOCKBUSTER_31.9","135001","337","31.9","7/27/2023","0"
"33350","кредитная","CC_GRACE145_28.9","200001","115","28.9","9/5/2022","0"
"16588","кредитная","CC_GRACE145_ONLINE_repr3","75000","85","14.9","5/10/2023","0"
"22648","кредитная","CC_BLOCKBUSTER_31.9","150000","360","31.9","7/4/2023","0"
"23902","кредитная","CC_BLOCKBUSTER_31.9","29500","55","31.9","7/17/2023","0"
"22246","кредитная","CC_GRACE145_repr3","80000","56","14.9","5/30/2022","0"
"10077","кредитная","CC_BLOCKBUSTER_31.9","60000","291","31.9","8/5/2023","0"
"11745","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","100000","358","31.9","7/6/2023","0"
"7434","кредитная","CC_GRACE145_repr3","40000","146","14.9","10/19/2022","0"
"16380","кредитная","CC_GRACE145_repr3","299000","55","14.9","6/17/2022","0"
"19661","кредитная","CC_GRACE145_repr3","80000","115","14.9","1/23/2023","0"
"37190","кредитная","CC_BLOCKBUSTER_31.9","30000","326","31.9","7/7/2023","0"
"26222","кредитная","CC_GRACE145_repr3","151000","55","14.9","6/5/2023","0"
"15443","кредитная","CC_BLOCKBUSTER_31.9","89001","324","31.9","7/10/2023","0"
"19096","кредитная","CC_GRACE145_ONLINE_repr3","29500","55","14.9","6/26/2023","0"
"35061","кредитная","CC_GRACE145_28.9","300000","86","28.9","9/8/2022","0"
"16001","кредитная","CC_BLOCKBUSTER_31.9","100000","358","31.9","7/4/2023","0"
"10271","кредитная","CC_GRACE145_repr3","60000","147","69.9","9/14/2022","0"
"13759","кредитная","CC_GRACE145_repr3","200000","146","69.9","9/22/2022","0"
"2378","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","75001","338","31.9","7/27/2023","0"
"21839","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","175001","329","31.9","7/5/2023","0"
"3105","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","60000","169","27.9","1/12/2024","0"
"22978","кредитная","CC_GRACE145_repr3","300000","562","14.9","6/16/2022","0"
"35728","кредитная","CC_BLOCKBUSTER_31.9","30000","329","31.9","7/27/2023","0"
"28857","кредитная","CC_GRACE145_repr3","260000","466","14.9","8/8/2022","0"
"36751","кредитная","CC_GRACE145_repr3","80000","146","14.9","10/6/2022","0"
"10959","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29500","347","31.9","7/18/2023","0"
"35578","кредитная","CC_GRACE145_repr3","80000","55","14.9","10/21/2022","0"
"32694","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","140000","234","27.9","10/20/2023","0"
"3660","кредитная","CC_BLOCKBUSTER_31.9","200001","326","31.9","7/7/2023","0"
"20483","кредитная","CC_GRACE145_repr3","280000","86","14.9","1/26/2023","0"
"14267","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","50000","85","31.9","7/6/2023","0"
"4709","кредитная","CC_GRACE145_28.9","299000","56","28.9","7/19/2022","0"
"7341","кредитная","CC_GRACE145_repr3","245000","86","14.9","10/10/2022","0"
"22725","кредитная","CC_BLOCKBUSTER_31.9","60000","296","9.9","8/5/2023","0"
"38732","кредитная","CC_BLOCKBUSTER_31.9","40000","328","31.9","7/3/2023","0"
"30764","кредитная","CC_BLOCKBUSTER_31.9","40000","55","31.9","8/3/2023","0"
"35883","кредитная","CC_GRACE145_repr3","30000","86","14.9","10/17/2022","0"
"6617","кредитная","CC_GRACE145_repr3","80000","55","14.9","10/17/2022","0"
"7423","кредитная","CC_BLOCKBUSTER_33.9","200001","115","33.9","6/20/2023","1"
"20804","кредитная","CC_BB_5.0_VRT","60000","55","18.9","5/5/2024","0"
"25369","кредитная","CC_BLOCKBUSTER_33.9","75000","358","33.9","6/30/2023","0"
"10375","кредитная","CC_GRACE145_24.9","151000","56","24.9","3/14/2022","0"
"10645","кредитная","CC_BLOCKBUSTER_31.9","13000","85","31.9","2/29/2024","0"
"1061","кредитная","CC_GRACE145_repr3","201000","86","14.9","6/10/2022","0"
"31406","кредитная","CC_BB_4.0_VRT","75000","71","20.9","3/17/2024","0"
"15512","кредитная","CC_BLOCKBUSTER_31.9","200000","360","31.9","7/4/2023","0"
"18843","кредитная","CC_GRACE145_repr3","60000","55","69.9","2/6/2023","0"
"15117","кредитная","CC_BLOCKBUSTER_31.9","30000","358","31.9","7/6/2023","0"
"8777","кредитная","CC_GRACE145_repr3","97000","56","14.9","10/14/2022","0"
"17524","кредитная","CC_GRACE145_repr3","158000","146","14.9","5/19/2022","0"
"23219","кредитная","CC_BB_5.0","299000","55","24.9","4/20/2024","0"
"14478","кредитная","CC_BLOCKBUSTER_31.9","299000","327","31.9","7/20/2023","0"
"10312","кредитная","CC_GRACE145_repr2","40000","55","14.9","1/31/2022","0"
"8290","кредитная","CC_BLOCKBUSTER_33.9","52000","388","33.9","6/13/2023","0"
"4005","кредитная","CC_BLOCKBUSTER_33.9","268000","352","33.9","6/21/2023","0"
"5817","кредитная","CC_GRACE145_repr3","50000","55","14.9","5/18/2023","0"
"21872","кредитная","CC_GRACE145_Q3_23","10894","55","31.9","11/21/2023","0"
"30808","кредитная","CC_GRACE145_repr3","132000","56","69.9","3/2/2023","0"
"11055","кредитная","CC_GRACE145_repr3","30000","55","14.9","12/15/2022","0"
"10664","кредитная","CC_BLOCKBUSTER_31.9","130000","360","31.9","7/5/2023","0"
"11677","кредитная","CC_BLOCKBUSTER_31.9","25000","325","31.9","7/6/2023","0"
"29064","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","29500","241","27.9","10/2/2023","0"
"7514","кредитная","CC_GRACE145_repr3","161000","86","14.9","11/15/2022","0"
"18833","кредитная","CC_BB_5.0","50000","55","18.9","4/5/2024","0"
"11918","кредитная","CC_GRACE145_ONLINE_repr3","78000","656","69.9","9/12/2022","0"
"18852","кредитная","CC_GRACE145_repr3","104000","115","14.9","9/30/2022","0"
"3079","кредитная","CC_BLOCKBUSTER_31.9","50000","288","31.9","8/2/2023","0"
"19527","кредитная","CC_GRACE145_15CB_33.9","100000","146","33.9","4/27/2023","1"
"17897","кредитная","CC_BLOCKBUSTER_31.9","50000","360","31.9","7/6/2023","0"
"21137","кредитная","CC_BB_4.0_VRT","100000","36","25.9","3/18/2024","0"
"22311","кредитная","CC_GRACE145_repr3","130000","56","14.9","8/30/2022","0"
"38303","кредитная","CC_1.5cashback_repr","80000","54","14.9","11/3/2022","0"
"31103","кредитная","CC_BLOCKBUSTER_33.9","50001","359","33.9","6/24/2023","0"
"16252","кредитная","CC_BLOCKBUSTER_31.9","150000","337","31.9","7/29/2023","0"
"37239","кредитная","CC_GRACE145_ONLINE_Q3_23","29500","115","69.9","9/11/2023","0"
"29711","кредитная","CC_GRACE145_Ref","300000","177","35.9","12/26/2022","1"
"2651","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","150000","224","27.9","10/20/2023","0"
"21052","кредитная","CC_GRACE145_ONLINE_repr3","201000","115","14.9","11/15/2022","0"
"16771","кредитная","CC_BLOCKBUSTER_31.9","30000","330","31.9","7/3/2023","0"
"26239","кредитная","CC_GRACE145_ONLINE_repr3","40000","146","14.9","1/14/2023","0"
"13861","кредитная","CC_GRACE145_repr3","70000","146","14.9","9/26/2022","0"
"34978","кредитная","CC_GRACE145_repr3","112000","85","14.9","7/4/2022","0"
"15814","кредитная","CC_205_2.0","220000","55","28.9","4/22/2024","0"
"17629","кредитная","CC_GRACE145_ONLINE_repr3","70000","86","69.9","5/30/2022","0"
"24077","кредитная","CC_GRACE145_ONLINE_repr3","80000","55","14.9","10/28/2022","0"
"39051","кредитная","CC_BLOCKBUSTER_ONLINE_33.9","120000","55","33.9","6/2/2023","0"
"3550","кредитная","CC_BLOCKBUSTER_2.0_ONLINE_Q3_23","120000","237","27.9","10/12/2023","0"
"37332","кредитная","CC_GRACE145_ONLINE_34.9","137000","117","34.9","6/20/2022","0"
"2487","кредитная","CC_BLOCKBUSTER_31.9","29500","318","31.9","8/21/2023","0"
"9521","кредитная","CC_BLOCKBUSTER_31.9","120000","357","31.9","7/7/2023","0"
"13609","кредитная","CC_GRACE145_ONLINE_Q3_23","15000","55","31.9","10/27/2023","0"
"34511","кредитная","CC_GRACE145_repr3","120000","86","14.9","6/1/2023","0"
"9568","кредитная","CC_BLOCKBUSTER_31.9","30000","327","31.9","7/7/2023","0"
"22114","кредитная","CC_GRACE145_Q3_23","40000","146","31.9","2/1/2024","0"
"30386","кредитная","CC_GRACE145_ONLINE_repr3","60000","177","69.9","4/18/2023","0"
"22613","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","27000","336","31.9","7/28/2023","0"
"17157","кредитная","CC_GRACE145_28.9","250000","116","28.9","9/15/2022","0"
"4438","кредитная","CC_GRACE145_repr3","200000","56","14.9","8/13/2022","0"
"19929","кредитная","CC_BLOCKBUSTER_31.9","120000","329","31.9","7/4/2023","0"
"2563","кредитная","CC_GRACE145_repr3","80000","115","14.9","4/14/2023","0"
"38270","кредитная","CC_GRACE145_ONLINE_repr3","30001","86","14.9","7/25/2022","0"
"10469","кредитная","CC_BLOCKBUSTER_31.9","299000","313","31.9","7/21/2023","0"
"9239","кредитная","CC_BB_LITE_NTB","15000","86","28.9","1/11/2024","0"
"29635","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","70000","328","31.9","8/5/2023","0"
"2201","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29500","299","31.9","7/25/2023","0"
"36791","кредитная","CC_BLOCKBUSTER_31.9","29500","313","31.9","7/20/2023","0"
"3751","кредитная","CC_GRACE145_ONLINE_repr2","300001","85","49.9","2/7/2022","0"
"3743","кредитная","CC_GRACE145_ONLINE_repr3","201000","146","14.9","2/18/2023","0"
"35360","кредитная","CC_BLOCKBUSTER_31.9","50000","329","31.9","7/28/2023","0"
"37455","кредитная","CC_GRACE145_ONLINE_29.9","30000","146","29.9","1/9/2023","0"
"24105","кредитная","CC_GRACE145_repr3","102001","55","14.9","12/7/2022","0"
"12944","кредитная","CC_GRACE145_repr3","91000","55","14.9","12/22/2022","0"
"21157","кредитная","CC_BLOCKBUSTER_31.9","150000","357","31.9","7/7/2023","0"
"26444","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","75000","321","31.9","7/10/2023","0"
"28667","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","20000","328","31.9","7/7/2023","0"
"29831","кредитная","CC_BLOCKBUSTER_33.9","50001","345","33.9","7/4/2023","0"
"18102","кредитная","CC_GRACE145_repr3","280000","186","69.9","4/2/2022","0"
"18565","кредитная","CC_GRACE145_repr3","299000","146","69.9","5/26/2022","0"
"36828","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","29500","326","31.9","7/7/2023","0"
"9537","кредитная","CC_BLOCKBUSTER_31.9","160000","359","31.9","7/6/2023","0"
"31275","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","204001","267","27.9","9/12/2023","0"
"29658","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","75000","247","27.9","9/21/2023","0"
"37726","кредитная","CC_BLOCKBUSTER_31.9","120000","329","31.9","7/4/2023","0"
"17005","кредитная","CC_BLOCKBUSTER_31.9","54001","328","31.9","7/3/2023","0"
"30901","кредитная","CC_BLOCKBUSTER_33.9","185000","359","33.9","6/15/2023","0"
"17423","кредитная","CC_205_2.0","50000","56","28.9","5/6/2024","0"
"36502","кредитная","CC_GRACE145_repr3","130000","146","69.9","8/10/2022","0"
"1265","кредитная","CC_BLOCKBUSTER_31.9","200000","55","31.9","7/8/2023","0"
"20385","кредитная","CC_GRACE145_ONLINE_repr3","90000","57","14.9","9/3/2022","0"
"29433","кредитная","CC_GRACE145_repr3","60000","56","14.9","5/27/2023","0"
"5392","кредитная","CC_BLOCKBUSTER_31.9","30000","353","9.9","7/11/2023","0"
"19779","кредитная","CC_BLOCKBUSTER_2.0_Q3_23","29000","261","27.9","9/18/2023","0"
"9970","кредитная","CC_GRACE145_repr3","80000","56","14.9","1/23/2023","0"
"5007","кредитная","CC_BLOCKBUSTER_ONLINE_31.9","60000","177","31.9","7/7/2023","1"
